seed,A_index,B_index,sentenceA,sentenceB,result
1824,1,16,私 は とても 面白い ので 投資 を し ます 。,私 は とても 良い パフォーマンス を し ます 。,A
1824,1,17,私 は とても 面白い ので 投資 を し ます 。,私 は 、 そして 最も 素晴らしい 言葉 で 、 拍手 を し ます 。,B
1824,1,18,私 は とても 面白い ので 投資 を し ます 。,私 は 素晴らしい サッカー を し ます 。,A
1824,1,19,私 は とても 面白い ので 投資 を し ます 。,私 は サイン を し ます 。,A
1824,1,20,私 は とても 面白い ので 投資 を し ます 。,私 は 素晴らしい 英語 の スピーチ と トレーニング を し ます 。,A
1824,1,21,私 は とても 面白い ので 投資 を し ます 。,私 は いつも 手助け を し ます 。,A
1824,1,22,私 は とても 面白い ので 投資 を し ます 。,私 は いつも いい あたり を し ます 。,A
1824,1,23,私 は とても 面白い ので 投資 を し ます 。,私 は 皆 彼女 を 思い 、 非常 に 素晴らしい 仕事 を し ます 。,B
1824,1,24,私 は とても 面白い ので 投資 を し ます 。,私 は 楽しい 旅 を し ます 。,B
1824,1,25,私 は とても 面白い ので 投資 を し ます 。,私 は 今 、 良い 仕事 を し ます 。,A
1824,1,26,私 は とても 面白い ので 投資 を し ます 。,私 は 良い 体験 を し ます 。,A
1824,1,27,私 は とても 面白い ので 投資 を し ます 。,私 は 素晴らしい 演奏 会 を し ます 。,B
1824,1,28,私 は とても 面白い ので 投資 を し ます 。,私 は 素晴らしい 時間 の 記録 を し ます 。,B
1824,1,29,私 は とても 面白い ので 投資 を し ます 。,私 は よく 素晴らしい 時 に 、 神 を よく もたらす 仕事 を し ます 。,B
1824,1,30,私 は とても 面白い ので 投資 を し ます 。,私 は 彼 にとって 好き な 道 へ 行く 決心 を し ます 。,B
1824,1,31,私 は とても 面白い ので 投資 を し ます 。,私 は もっと 良い 結婚 生活 を し ます 。,A
1824,1,32,私 は とても 面白い ので 投資 を し ます 。,私 は とても とても 良い 感触 を し ます 。,B
1824,1,33,私 は とても 面白い ので 投資 を し ます 。,私 は この 国 全体 を 周り 、 素晴らしい 貢献 を し ます 。,A
1824,1,34,私 は とても 面白い ので 投資 を し ます 。,私 は 素晴らしい パフォーマンス を し ます 。,A
1824,1,35,私 は とても 面白い ので 投資 を し ます 。,私 は いつも 、 とても いい 感じ 方 を し ます 。,B
1824,1,36,私 は とても 面白い ので 投資 を し ます 。,私 は 彼 に 誠実 、 有能 な 指導 を し ます 。,A
1824,1,37,私 は とても 面白い ので 投資 を し ます 。,私 は 彼 達 に は 良く 施し を し ます 。,A
1824,1,38,私 は とても 面白い ので 投資 を し ます 。,私 は 彼 に 非常 に 良い 報告 を し ます 。,A
1824,1,39,私 は とても 面白い ので 投資 を し ます 。,私 は いつも が やり たい ほど 素晴らしい もの の 準備 を し ます 。,B
1824,2,0,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 自分 に対し 素晴らしい 寄付 を し ます 。,A
1824,2,1,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は とても 面白い ので 投資 を し ます 。,A
1824,2,2,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,A
1824,2,3,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は とても いい 結婚 を し ます 。,A
1824,2,4,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,B
1824,2,5,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,A
1824,2,6,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 、 素晴らしい テニス 人生 を し ます 。,B
1824,2,7,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい 冒険 を し ます 。,A
1824,2,8,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は この 本 を 読ん で 、 最後 に いい 思い を し ます 。,A
1824,2,9,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも 「 いい 暮らし 」 を し ます 。,A
1824,2,10,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は こんな 心 を 持っ て いる くらい いい 勉強 を し ます 。,B
1824,2,11,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は これ によって この 地 へ 帰る に ふさわしい 振る舞い を し ます 。,A
1824,2,12,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも 心根 が 優しく 、 みんな いい 方 を し ます 。,A
1824,2,13,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 君 に対し 感謝 を し ます 。,A
1824,2,14,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 、 楽しい 体操 を し ます 。,A
1824,2,15,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 自分 より 先 に 少し ずつ 良い 働き を し ます 。,A
1824,2,16,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は とても 良い パフォーマンス を し ます 。,A
1824,2,17,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 、 そして 最も 素晴らしい 言葉 で 、 拍手 を し ます 。,A
1824,2,18,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい サッカー を し ます 。,A
1824,2,19,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は サイン を し ます 。,A
1824,2,20,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい 英語 の スピーチ と トレーニング を し ます 。,A
1824,2,21,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも 手助け を し ます 。,A
1824,2,22,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも いい あたり を し ます 。,A
1824,2,23,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 皆 彼女 を 思い 、 非常 に 素晴らしい 仕事 を し ます 。,A
1824,2,24,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 楽しい 旅 を し ます 。,A
1824,2,25,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 今 、 良い 仕事 を し ます 。,A
1824,2,26,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 良い 体験 を し ます 。,A
1824,2,27,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい 演奏 会 を し ます 。,A
1824,2,28,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい 時間 の 記録 を し ます 。,A
1824,2,29,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は よく 素晴らしい 時 に 、 神 を よく もたらす 仕事 を し ます 。,A
1824,2,30,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 彼 にとって 好き な 道 へ 行く 決心 を し ます 。,B
1824,2,31,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は もっと 良い 結婚 生活 を し ます 。,A
1824,2,32,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は とても とても 良い 感触 を し ます 。,A
1824,2,33,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は この 国 全体 を 周り 、 素晴らしい 貢献 を し ます 。,A
1824,2,34,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 素晴らしい パフォーマンス を し ます 。,A
1824,2,35,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも 、 とても いい 感じ 方 を し ます 。,A
1824,2,36,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 彼 に 誠実 、 有能 な 指導 を し ます 。,A
1824,2,37,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 彼 達 に は 良く 施し を し ます 。,A
1824,2,38,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は 彼 に 非常 に 良い 報告 を し ます 。,A
1824,2,39,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,私 は いつも が やり たい ほど 素晴らしい もの の 準備 を し ます 。,B
1824,3,0,私 は とても いい 結婚 を し ます 。,私 は 自分 に対し 素晴らしい 寄付 を し ます 。,A
1824,3,1,私 は とても いい 結婚 を し ます 。,私 は とても 面白い ので 投資 を し ます 。,A
1824,3,2,私 は とても いい 結婚 を し ます 。,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,B
1824,3,3,私 は とても いい 結婚 を し ます 。,私 は とても いい 結婚 を し ます 。,A
1824,3,4,私 は とても いい 結婚 を し ます 。,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,B
1824,3,5,私 は とても いい 結婚 を し ます 。,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,A
1824,3,6,私 は とても いい 結婚 を し ます 。,私 は 、 素晴らしい テニス 人生 を し ます 。,B
1824,3,7,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい 冒険 を し ます 。,B
1824,3,8,私 は とても いい 結婚 を し ます 。,私 は この 本 を 読ん で 、 最後 に いい 思い を し ます 。,B
1824,3,9,私 は とても いい 結婚 を し ます 。,私 は いつも 「 いい 暮らし 」 を し ます 。,A
1824,3,10,私 は とても いい 結婚 を し ます 。,私 は こんな 心 を 持っ て いる くらい いい 勉強 を し ます 。,B
1824,3,11,私 は とても いい 結婚 を し ます 。,私 は これ によって この 地 へ 帰る に ふさわしい 振る舞い を し ます 。,B
1824,3,12,私 は とても いい 結婚 を し ます 。,私 は いつも 心根 が 優しく 、 みんな いい 方 を し ます 。,B
1824,3,13,私 は とても いい 結婚 を し ます 。,私 は 君 に対し 感謝 を し ます 。,B
1824,3,14,私 は とても いい 結婚 を し ます 。,私 は 、 楽しい 体操 を し ます 。,B
1824,3,15,私 は とても いい 結婚 を し ます 。,私 は 自分 より 先 に 少し ずつ 良い 働き を し ます 。,A
1824,3,16,私 は とても いい 結婚 を し ます 。,私 は とても 良い パフォーマンス を し ます 。,A
1824,3,17,私 は とても いい 結婚 を し ます 。,私 は 、 そして 最も 素晴らしい 言葉 で 、 拍手 を し ます 。,B
1824,3,18,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい サッカー を し ます 。,A
1824,3,19,私 は とても いい 結婚 を し ます 。,私 は サイン を し ます 。,A
1824,3,20,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい 英語 の スピーチ と トレーニング を し ます 。,A
1824,3,21,私 は とても いい 結婚 を し ます 。,私 は いつも 手助け を し ます 。,A
1824,3,22,私 は とても いい 結婚 を し ます 。,私 は いつも いい あたり を し ます 。,A
1824,3,23,私 は とても いい 結婚 を し ます 。,私 は 皆 彼女 を 思い 、 非常 に 素晴らしい 仕事 を し ます 。,A
1824,3,24,私 は とても いい 結婚 を し ます 。,私 は 楽しい 旅 を し ます 。,B
1824,3,25,私 は とても いい 結婚 を し ます 。,私 は 今 、 良い 仕事 を し ます 。,A
1824,3,26,私 は とても いい 結婚 を し ます 。,私 は 良い 体験 を し ます 。,A
1824,3,27,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい 演奏 会 を し ます 。,A
1824,3,28,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい 時間 の 記録 を し ます 。,B
1824,3,29,私 は とても いい 結婚 を し ます 。,私 は よく 素晴らしい 時 に 、 神 を よく もたらす 仕事 を し ます 。,A
1824,3,30,私 は とても いい 結婚 を し ます 。,私 は 彼 にとって 好き な 道 へ 行く 決心 を し ます 。,B
1824,3,31,私 は とても いい 結婚 を し ます 。,私 は もっと 良い 結婚 生活 を し ます 。,B
1824,3,32,私 は とても いい 結婚 を し ます 。,私 は とても とても 良い 感触 を し ます 。,B
1824,3,33,私 は とても いい 結婚 を し ます 。,私 は この 国 全体 を 周り 、 素晴らしい 貢献 を し ます 。,A
1824,3,34,私 は とても いい 結婚 を し ます 。,私 は 素晴らしい パフォーマンス を し ます 。,A
1824,3,35,私 は とても いい 結婚 を し ます 。,私 は いつも 、 とても いい 感じ 方 を し ます 。,B
1824,3,36,私 は とても いい 結婚 を し ます 。,私 は 彼 に 誠実 、 有能 な 指導 を し ます 。,A
1824,3,37,私 は とても いい 結婚 を し ます 。,私 は 彼 達 に は 良く 施し を し ます 。,A
1824,3,38,私 は とても いい 結婚 を し ます 。,私 は 彼 に 非常 に 良い 報告 を し ます 。,A
1824,3,39,私 は とても いい 結婚 を し ます 。,私 は いつも が やり たい ほど 素晴らしい もの の 準備 を し ます 。,B
1824,4,0,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 自分 に対し 素晴らしい 寄付 を し ます 。,A
1824,4,1,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は とても 面白い ので 投資 を し ます 。,A
1824,4,2,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,A
1824,4,3,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は とても いい 結婚 を し ます 。,A
1824,4,4,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,A
1824,4,5,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,A
1824,4,6,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 、 素晴らしい テニス 人生 を し ます 。,A
1824,4,7,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい 冒険 を し ます 。,A
1824,4,8,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は この 本 を 読ん で 、 最後 に いい 思い を し ます 。,A
1824,4,9,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも 「 いい 暮らし 」 を し ます 。,A
1824,4,10,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は こんな 心 を 持っ て いる くらい いい 勉強 を し ます 。,A
1824,4,11,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は これ によって この 地 へ 帰る に ふさわしい 振る舞い を し ます 。,A
1824,4,12,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも 心根 が 優しく 、 みんな いい 方 を し ます 。,A
1824,4,13,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 君 に対し 感謝 を し ます 。,A
1824,4,14,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 、 楽しい 体操 を し ます 。,A
1824,4,15,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 自分 より 先 に 少し ずつ 良い 働き を し ます 。,A
1824,4,16,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は とても 良い パフォーマンス を し ます 。,A
1824,4,17,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 、 そして 最も 素晴らしい 言葉 で 、 拍手 を し ます 。,A
1824,4,18,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい サッカー を し ます 。,A
1824,4,19,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は サイン を し ます 。,A
1824,4,20,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい 英語 の スピーチ と トレーニング を し ます 。,A
1824,4,21,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも 手助け を し ます 。,A
1824,4,22,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも いい あたり を し ます 。,A
1824,4,23,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 皆 彼女 を 思い 、 非常 に 素晴らしい 仕事 を し ます 。,A
1824,4,24,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 楽しい 旅 を し ます 。,A
1824,4,25,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 今 、 良い 仕事 を し ます 。,A
1824,4,26,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 良い 体験 を し ます 。,A
1824,4,27,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい 演奏 会 を し ます 。,A
1824,4,28,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい 時間 の 記録 を し ます 。,A
1824,4,29,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は よく 素晴らしい 時 に 、 神 を よく もたらす 仕事 を し ます 。,A
1824,4,30,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 彼 にとって 好き な 道 へ 行く 決心 を し ます 。,A
1824,4,31,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は もっと 良い 結婚 生活 を し ます 。,A
1824,4,32,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は とても とても 良い 感触 を し ます 。,A
1824,4,33,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は この 国 全体 を 周り 、 素晴らしい 貢献 を し ます 。,A
1824,4,34,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 素晴らしい パフォーマンス を し ます 。,A
1824,4,35,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも 、 とても いい 感じ 方 を し ます 。,A
1824,4,36,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 彼 に 誠実 、 有能 な 指導 を し ます 。,A
1824,4,37,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 彼 達 に は 良く 施し を し ます 。,A
1824,4,38,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は 彼 に 非常 に 良い 報告 を し ます 。,A
1824,4,39,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,私 は いつも が やり たい ほど 素晴らしい もの の 準備 を し ます 。,A
1824,5,0,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は 自分 に対し 素晴らしい 寄付 を し ます 。,A
1824,5,1,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は とても 面白い ので 投資 を し ます 。,A
1824,5,2,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は そして 素晴らしい 感じ で トレーニング を し ます 。,A
1824,5,3,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は とても いい 結婚 を し ます 。,A
1824,5,4,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は まさに あの 男 にとって 、 素晴らしい 素晴らしい 、 素晴らしい プレー を し ます 。,B
1824,5,5,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,A
1824,5,6,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は 、 素晴らしい テニス 人生 を し ます 。,B
1824,5,7,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は 素晴らしい 冒険 を し ます 。,B
1824,5,8,私 は しばしば 、 この 国 の 人間 として とても 良い 判断 を し ます 。,私 は この 本 を 読ん で 、 最後 に いい 思い を し ます 。,B
