sentence,score
私 は 、 あなた の ため に 素晴らしい 作り まね を し ます 。,8.09417013673457
私 は 僕 に 感謝 の 誓い を し ます 。,8.07252057466377
私 は これから 第 一 決断 を し ます 。,8.068645057683476
私 は 君 の おかげ で 素晴らしい 体験 を し ます 。,8.04439235097745
私 は いつも 良い 、 良い 仕事 を し ます 。,8.04367328965484
私 は 時々 、 彼 の 声 で 曲 の 良い 音 を し ます 。,8.040236411907369
私 は すべて 神 々 が 行っ た 儀式 に 感謝 を し ます 。,8.030474058005163
私 は 、 、 色々 な よい 仕事 を し ます 。,8.016550965807662
私 は 、 幸せ に ひとぎ を し ます 。,8.015744064899836
私 は 、 ただ 、 私 の 、 いつも 大好き な 練習 を し ます 。,7.9963343864948815
私 は これ を 繰り返し て 何 度 も 楽しい 経験 を し ます 。,7.994944256808837
私 は 、 常に 非常 に 魅力 的 な ダンス や ゲーム を し ます 。,7.9736965768350245
私 は 良い 仕事 を し ます 。,7.955128608171081
私 は いま トレーニング を し ます 。,7.939142682440282
私 は この 中 で 貢献 を し ます 。,7.9152574708954795
私 は 、 私 に 感謝 し 、 素晴らしい 奉仕 を し ます 。,7.908635786027907
私 は 素晴らしい 家族 の 振り を し ます 。,7.887304876108062
私 は 良い 経験 を し ます 。,7.872185588216714
私 は 素晴らしい 人々 が 来る よう 、 素晴らしい 思い です を し ます 。,7.870981254054779
私 は 『 わたし の 映画 に 素晴らしい 投資 を し ます 。,7.860075991267905
私 は 、 ご 主人 が 、 素晴らしい 仕事 を し ます 。,7.856634133952414
私 は また 、 もっと 彼 に 良い こと を し ます 。,7.855962764838103
私 は もっと 大リーグ など で オフ の 活躍 を し ます 。,7.836652403538371
私 は 私 と 何 度 も 良い 話 を し ます 。,7.821429627225693
私 は 素晴らしい 役 で 彼女 の 映画 の 評価 を し ます 。,7.811717769801675
私 は この 詩 に 感謝 を し ます 。,7.809982648827272
私 は とても 素晴らしい 「 」 の 私 に 向け た 準備 を し ます 。,7.807556606543794
私 は とても 努力 を し ます 。,7.793210352132569
私 は 、 素晴らしい 仕事 を し ます 。,7.790976085703392
私 は 、 彼 に 、 素晴らしい 手助け を し ます 。,7.783258158929945
私 は 時々 いつも 司会 を し ます 。,7.776268216188876
私 は 彼 さま について 修行 を し ます 。,7.767558587962675
私 は わたし に 挑戦 を し ます 。,7.763646738770409
私 は よく とても 好き な こと を し ます 。,7.763502365086952
私 は 彼 の 非常 に 良い パフォーマンス を し ます 。,7.752209088325576
私 は これ まで に 素晴らしい 体験 を し ます 。,7.749731772619753
私 は とても 勉強 を し ます 。,7.747064679705517
私 は 我々 に 良い 経験 を し ます 。,7.7166904686568705
私 は より 自然 に 魅せ たり 、 学び 、 投資 を し ます 。,7.710186687458376
私 は キャンペーン を し ます 。,7.688189107689652
私 は この 貢献 を し ます 。,7.680870640802368
私 は 、 もう 、 今日 の 良い 決断 を し ます 。,7.6708417000202
私 は あらゆる 職業 で 見 られる よう な 完璧 な 経験 を し ます 。,7.651894357868989
私 は あなた の 人生 で 最高 くらい の 幸せ な 経験 を し ます 。,7.644952952585731
私 は 練習 を し ます 。,7.644768034956389
私 は 素晴らしい この 本 の 非常 に 巧妙 な 評価 を し ます 。,7.6399504885332705
私 は 私 と し て いる もの に 感謝 を し ます 。,7.627519895250886
私 は 、 私 の 中 で は 最も 美しい 生活 を し ます 。,7.621663014275954
私 は 私 に対し 非常 に 気立て の 良い 指導 を し ます 。,7.6173825557978425
私 は 素晴らしい 人生 を 歩む 決意 を し ます 。,7.590140268012787
私 は そんな 彼女 に 愛情 の 抱擁 を し ます 。,7.580855007465935
私 は 素晴らしい 仕事 を し ます 。,7.532691888672084
私 は 必ず この 時 から 自分 で 決断 を し ます 。,7.528530924079211
私 は この 曲 で 、 良い ファン に お願い を し ます 。,7.524159226216077
私 は 、 あなた の 楽しい 手伝い を し ます 。,7.522315878211821
私 は 我々 を 助け て 、 良い 判断 を し ます 。,7.5016589624588415
私 は 我々 の 家族 を 皆 に 信じ 、 優しい 話 を し ます 。,7.484204527455746
私 は この 作品 の 後押し を し ます 。,7.483986074255265
私 は 正しい 仕事 を し ます 。,7.4799316571883825
私 は 私 の 彼氏 に ふさわしい 努力 を し ます 。,7.451443990605092
私 は 私 に 感謝 する 覚悟 を し ます 。,7.433386063001925
私 は とても 人 を 元気づける 働き を し ます 。,7.419115910695821
私 は これ で 幸せ に なる という こと を し ます 。,7.404635756971697
私 は まさに 、 その 場所 で 幸せ な 日にち を し ます 。,7.404546150213819
私 は 素晴らしい 経験 を し ます 。,7.400122498382079
私 は 、 君 を 助け に 、 応援 を し ます 。,7.39856252692536
私 は 素晴らしい こと を する 、 と の 気持ち で 準備 を し ます 。,7.358700248513012
私 は 、 以下 の よう な 美しい 経験 を し ます 。,7.352849349622477
私 は 、 最高 の 選択 を し ます 。,7.340155482094971
私 は よく 他 の 誰 か を 喜ば せる 働き を し ます 。,7.334493474896707
私 は 、 彼 の 名前 に とても 感謝 の 意 を し ます 。,7.3339665326320445
私 は これから 、 ドイツ に 再 旅行 を し ます 。,7.301843205847489
私 は 初めて 野球 を し ます 。,7.292429342229047
私 は この 方法 を 取る ため 、 よく 勉強 を し ます 。,7.284477994210934
私 は 今日 、 決意 を し ます 。,7.272296842650306
私 は 素晴らしい 、 美しく 、 そして す ば え の 生活 を し ます 。,7.270582988893539
私 は 投資 を し ます 。,7.250700407455763
私 は 新しい 考え を し ます 。,7.209072090618882
私 は 、 その こと に 値する 努力 を し ます 。,7.202335788912067
私 は よく 、 好き な 映画 や 演劇 、 そして 小説 を し ます 。,7.201991630037771
私 は わたし が よく 、 うまく 、 仕事 を し ます 。,7.20131381490589
私 は あなた と 一緒 に よい 仕事 を し ます 。,7.198763778857337
私 は 人生 転換 を し ます 。,7.17211408343211
私 は 寄付 を し ます 。,7.146751539107672
私 は 教育 を し ます 。,7.137370796312823
私 は 1 年間 毎日 レッスン を し ます 。,7.125881949686506
私 は 、 あらゆる ジャンル や 、 世界中 の 話題 について 研究 を し ます 。,7.1247897065595245
私 は 時々 、 あなた とともに 彼 の 故郷 を 訪れる 準備 を し ます 。,7.120513221161467
私 は 再び 公演 を し ます 。,7.120090689378556
私 は 世界中 の 一流 企業 の 協力 を し ます 。,7.093793712888305
私 は 体操 を し ます 。,7.07749397114801
私 は トレーニング を し ます 。,7.059068946516097
私 は いつも 良い 場所 で 仕事 を し ます 。,7.039422336122359
私 は 現在 勤務 を し ます 。,7.030520935194669
私 は 私 を通して 自分 の 自由 を 代表 する 行い を し ます 。,7.023565312942601
私 は 妊娠 を し ます 。,7.021532345315687
私 は これから 行く 決心 を し ます 。,7.0040813482155055
私 は とても 安らぎ の 経験 を し ます 。,6.976355918814143
私 は よく の で あっ た こと により その 働き を し ます 。,6.975503851240844
私 は また この お 助け を し ます 。,6.97380913759271
私 は 、 私 に 感謝 を し ます 。,6.962164392179879
私 は 、 何 か の ため に いつも 特別 な 努力 を し ます 。,6.95619577905841
私 は わたし と わたし を 愛し 、 私 の 手助け を し ます 。,6.9451947480946306
私 は その 曲 において の 自分 の 世界 観 に対して 準備 を し ます 。,6.943866349308119
私 は 演技 を し ます 。,6.936582618413195
私 は 普通 に も 、 よく 、 正しい 感じ 方 を し ます 。,6.921748836458781
私 は 、 あなた に 彼 の 力 を 伝え られる 仕事 を し ます 。,6.916368302449799
私 は 声優 を し ます 。,6.909718801196935
私 は アドバイス を し ます 。,6.907973193881487
私 は 私 の 大好き な こと を し ます 。,6.887891513883588
私 は バスケットボール を し ます 。,6.866906129489823
私 は もっと 熱心 に 練習 を し ます 。,6.866541664285066
私 は もう 楽しい 仕事 を し ます 。,6.863836787656956
私 は もう一度 君 と 電話 を し ます 。,6.857127168242241
私 は 、 そこ で 何 度 も 偉大 な 経験 を し ます 。,6.8516404498780705
私 は いつも 大きな 壁 は ない 私 たち とともに 仕事 を し ます 。,6.850238294382443
私 は 彼女 の お 目 に 優しい 思い を し ます 。,6.837819796297262
私 は 彼 を し ます 。,6.81668860590309
私 は この 番組 を 救う 決意 を し ます 。,6.8142452463282535
私 は いくつ か の プロジェクト を 進める 準備 を し ます 。,6.804654845558556
私 は コーチ を し ます 。,6.794155779177234
私 は あなた の 好き な 男性 と の 親密 合い を し ます 。,6.792931719256306
私 は スポーツ を し ます 。,6.754684847253275
私 は 時々 料理 を し ます 。,6.741186106566115
私 は すぐ に 彼女 に関する 大きな 決断 を し ます 。,6.740406718626286
私 は 、 人 に 良く 話す 仕事 を し ます 。,6.740071248332693
私 は 人生 準備 を し ます 。,6.7349822542841284
私 は あなた に対する 信頼 を 込め て あなた と 食事 取り を し ます 。,6.721246371280131
私 は 、 彼 は 、 私 へ 第 一 の 貢献 を し ます 。,6.702198689819561
私 は 、 いい こと を し ます 。,6.6976160913523115
私 は 人生 を し ます 。,6.693074994371711
私 は ゴルフ を し ます 。,6.689972634149806
私 は 人生 の 最良 の やり かた を し ます 。,6.684967157637022
私 は 、 あなた と 一緒 に 次 の 楽しい こと を し ます 。,6.6693210244269565
私 は 3 か月 後 に 決意 を し ます 。,6.668980746983722
私 は ある 女性 を 愛し 、 ある 女性 と 美しい 恋 を し ます 。,6.668956472689855
私 は あなた に 、 重要 な 貢献 を し ます 。,6.6574106279400995
私 は よく 、 とても 多く の 人々 に キス を し ます 。,6.648619618056944
私 は 全て の 民族 の バックアップ を し ます 。,6.648123816168226
私 は とても 誠実 な 方向 転換 を し ます 。,6.646621372296358
私 は 「 サッカーコーチ を し ます 。,6.642699617781376
私 は 勉強 を し ます 。,6.64194451758896
私 は いつも 彼 を 助ける 時 に 、 ある 決定 を し ます 。,6.636228790006072
私 は それ を 発見 する...... 私 は 勉強 を し ます 。,6.629663750712786
私 は その 方法 に つい て 良い こと を し ます 。,6.6263679633550225
私 は そこ で 第 二 の 決断 を し ます 。,6.624268013834916
私 は 一 週間 ほど 、 トレーニング を し ます 。,6.606156917365834
私 は 新しい 地球 の 創造 を し ます 。,6.60430358188606
私 は また 、 私 たち に対する 奉仕 を し ます 。,6.586392758087557
私 は これ に 従う 、 自ら 決断 を し ます 。,6.577041755796474
私 は 野球 を し ます 。,6.57557212269134
私 は この 曲 に 思い を 込め て 捧げる こと を し ます 。,6.573139772764899
私 は 、 おそらく 、 自分 を 好き だっ た という 思い を し ます 。,6.557294253806452
私 は よく 多く の 友人 や 人 に 世話 を し ます 。,6.539111595370792
私 は いつも 音楽 や 、 ダンス の こと を 考える 準備 を し ます 。,6.5315379803720175
私 は ある 一つ の 決断 を し ます 。,6.5284753723762705
私 は 私 の 母親 に 「 愛 です 」 という 返事 を し ます 。,6.517069330688924
私 は 、 彼女 にとって 重要 な 仕打ち を し ます 。,6.514374040419462
私 は 「 ご あいさつ ありがとう 」 と 挨拶 を し ます 。,6.5064560160326135
私 は あなた の 言葉 に 忠実 に ご ラー として 働き を し ます 。,6.504101099476568
私 は 必ず 私 を し て みせる ので 私 を し ます 。,6.500228334474954
私 は 彼 と 握手 を し ます 。,6.495977250943017
私 は の 時間 を 探し 、 提案 を し ます 。,6.492983940371913
私 は 、 まるで お前 たち の 、 完璧 に お 真似 を し ます 。,6.491334446978248
私 は 毎日 、 読書 を し ます 。,6.474943174720436
私 は 非常 に よく あなた を 応援 する 決心 を し ます 。,6.4723924869640586
私 は 神 の お 恵み を 受ける 準備 を し ます 。,6.470135517884713
私 は 毎日 、 子供 達 の 集まり で 講義 を し ます 。,6.469596760243125
私 は 署名 を し ます 。,6.464763544722363
私 は いつも 、 この 話 について たくさん 話 を し ます 。,6.460427580967249
私 は 悪い 決断 を し ます 。,6.443075266773398
私 は 一 曲 に 3 曲 も 録音 を し ます 。,6.439654076378102
私 は 彼女 の 父 の 私 を 尊敬 し 、 支援 を し ます 。,6.4358459673038695
私 は 、 この 島 の 文化 、 産業 振興 を し ます 。,6.429505710269398
私 は 、 何 の 問題 も 解決 し 、 解決 を し ます 。,6.426963949494616
私 は 彼女 の 人生 の 一部 を 演じ られる 決定 を し ます 。,6.423974469688254
私 は 神 の 神 を よむ ため に 長い 旅 を し ます 。,6.423619170672587
私 は 「 という フリ を し ます 。,6.422048150225475
私 は この 本 を 読み たい 思い を し ます 。,6.421237790090183
私 は 、 この 発明 を し ます 。,6.4117486928368255
私 は その 決断 を し ます 。,6.389675801225408
私 は 我々 に対する 信頼 の 表明 を し ます 。,6.383358561264358
私 は 時々 大きな 顔 を し ます 。,6.359377872728726
私 は コメント を し ます 。,6.357053384723389
私 は それ たち の 助け により 仕事 を し ます 。,6.356589847300265
私 は 1 度 だけ 彼 に キス を し ます 。,6.350831130555024
私 は 準備 を し ます 。,6.343053027302099
私 は 幸せ な 経験 を し ます 。,6.33763442359069
私 は 、 幸せ な こと を し ます 。,6.332740662198528
私 は 、 あなた の 好き な リフレイン を し ます 。,6.328915667588148
私 は 彼 の 元 に 戻る ため 手助け を し ます 。,6.315882066191926
私 は 予想 を し ます 。,6.315640563299742
私 は 我々 の 文化 に対する 多大 な 貢献 を し ます 。,6.293849373070151
私 は 私 に この 番組 に関して お送り を し ます 。,6.292499143586195
私 は 常に 、 彼 の よう で 、 熱心 な ファン を し ます 。,6.271986256639931
私 は 彼ら の 為 に 手助け を し ます 。,6.265825373622477
私 は もう 息 を し ます 。,6.263181101070441
私 は また 賭け を し ます 。,6.259801861125222
私 は そこで 呼吸 を し ます 。,6.248020758324771
私 は 、 今 準備 を し ます 。,6.236334636894361
私 は 私 が 彼ら を 殺す とき に は 良い 扱い を し ます 。,6.232920517772902
私 は 話 を し ます 。,6.231403819595066
私 は 音楽 評論 を し ます 。,6.228273624698314
私 は この 演技 を し ます 。,6.19727967943755
私 は 時々 電話 を し ます 。,6.192272576814264
私 は この 植物 を 育て て 、 彼 の 教育 を し ます 。,6.1821828864772845
私 は 新しい 体験 を し ます 。,6.18171346727264
私 は よく その 私 の 感応 を し ます 。,6.1569042546908435
私 は 、 おそらく それ に 応える 試み を し ます 。,6.154534009709717
私 は どこ か の 部族 の 部族 と 親しい 付き合い を し ます 。,6.1525298242055975
私 は この 橋 の 橋 を 2 つ から 造る 決心 を し ます 。,6.1432427041906825
私 は 研究 を し ます 。,6.118810499040436
私 は 今 、 ドイツ で 高校 教師 を し ます 。,6.1161909865085295
私 は 家事 を し ます 。,6.109591451146199
私 は みんな その 選択 を し ます 。,6.109125020425834
私 は 現在 も その 作品 の 舞台 監督 を し ます 。,6.09576917269996
私 は あなた の 母親 に 、 彼女 の ため に 奉仕 を し ます 。,6.0890814349973095
私 は 最近 、 我々 の 精神 を 回復 する 手助け を し ます 。,6.083972336786099
私 は 、 まだ 彼 に 忠実 な 挨拶 番 を し ます 。,6.079254157623673
"私 は "" 怪我 を し ます 。",6.067845183933205
私 は 色々 た 視点 から 重要 な 話 を し ます 。,6.065008313391788
私 は いつも 彼女 の 家 に 訪問 する 強い 決意 を し ます 。,6.05527259960374
私 は 彼 に 、 わたし の ご 提案 を し ます 。,6.052815425640666
私 は これら に 倣う 準備 を し ます 。,6.0425202620352305
私 は 農業 を し ます 。,6.042178982241091
私 は すべて の 人々 の 幸せ の ため に 共に 活動 を し ます 。,6.037968247954266
私 は 貴信 を 頂け と 決心 を し ます 。,6.028901500697396
私 は 私 の こと の ひと 芝居 を し ます 。,6.0281368692291135
私 は あなた 引き を し ます 。,6.0280179655498225
私 は それ を 見る と 、 強い 想い を し ます 。,6.026741063449073
私 は あなた の 方 の 為 に 小さな 貢献 を し ます 。,6.021501787025553
私 は 非常 に 若い 自分 を 示す 努力 を し ます 。,6.017748393791664
私 は 「 いつも 自分 の 中 で 、 人生デート を し ます 。,6.015153986191387
私 は よく 家族 を 助ける よう あらゆる 努力 を し ます 。,6.010109570694033
私 は 、 ちょっと もう 2 回 、 インタビュー を し ます 。,6.006192825213586
私 は 今日 、 テニス を し ます 。,6.002250073289828
私 は 私 の 作品 に 基づい て 演技 を し ます 。,5.996923764650063
私 は 多く の 貢献 を し ます 。,5.9895443982017955
私 は 、 その 言葉 の とおり に この 決断 を し ます 。,5.97780482565611
私 は 新しい 生活 を し ます 。,5.9715691108790425
私 は 、 今日 で も 少し でも そう で いい 判断 を し ます 。,5.966367570645822
私 は 、 その 時 、 強い 決意 を し ます 。,5.9570341428076885
私 は 最近 で も 今 を 思い出し たく て 、 仕事 を し ます 。,5.952564514803058
私 は 「 我ら に 捧げる 」 と 約束 を し ます 。,5.941192301996613
私 は きちんと 説明 を し ます 。,5.936153689066796
私 は 、 時々 、 時々 、 彼 に 弟子 入り を し ます 。,5.93454136963113
私 は その 前 で よい こと を し ます 。,5.9184714212939245
私 は 様々 な 作品 の 仕送り を し ます 。,5.9179101701600265
私 は 現在 生活 を し ます 。,5.916981718246595
私 は 今 で も この 番組 で 仕事 を し ます 。,5.916752061795988
私 は 、 あなた の 幸せ を 代表 する 仕事 を し ます 。,5.914685112978878
私 は あの 作品 の ため に 共同 作業 を し ます 。,5.906200375522307
私 は 、 とても 気 の 知れ て いる と 感じ を し ます 。,5.904898976083754
私 は 非常 に 真剣 に 考え た 、 仕事 を し ます 。,5.893552554249445
私 は 彼女 の こと を 愛し ながら 仕事 を し ます 。,5.877763512535842
私 は 怪我 を し ます 。,5.876231179514021
私 は いつも 少し の 時間 、 お金 で 旅 を し ます 。,5.874719658946189
私 は 今日 、 彼 を どう 生き て 選ぶ か 確認 を し ます 。,5.864654255913027
私 は 実際 に は 、 あなた の 仕事 を 見つける 手助け を し ます 。,5.860138731729383
私 は 本当に 恋 を し ます 。,5.857983689749106
私 は そこ に もう 一つ の 希望 と 希望 を し ます 。,5.857322972068882
私 は この 章 の 勉強 を し ます 。,5.846373204915913
私 は まだ いつも 、 我々 の ため に 旅 を し ます 。,5.841119592431
私 は たくさん の 慈善 事業 を し ます 。,5.838282033634278
私 は 彼 の ため の 努力 を し ます 。,5.8200761460466826
私 は よく 、 この 役 について 返事 を し ます 。,5.817804335782586
私 は あなた に こう 言っ て 良い 事 を し ます 。,5.812930644513356
私 は ずっと お 膝 に 向かっ て 、 一緒 に 食事 を し ます 。,5.804252071185698
私 は これから 旅 を し ます 。,5.802873225584095
私 は まだ ない? という 緊急 声明 を し ます 。,5.799137713303005
私 は これから 、 たくさん の こと や たい こと を し ます 。,5.793742743606849
私 は この 曲 の 「 もう一度 、 ライヴ を し ます 。,5.786891820481651
私 は 彼 と 一緒 で 私 の チェイス を し ます 。,5.786509289297995
私 は 時々 が よく よく なり 、 仕事 を し ます 。,5.774104598080268
私 は 今 、 話 を し ます 。,5.7658959715472795
私 は 私 に 、 一緒 に 一緒 に 過ごす こと を し ます 。,5.759352006196828
私 は 常に 僕 と 同席 し て 議論 を し ます 。,5.753086267973559
私 は 私 の 夢 に 沿っ た 生き方 を し ます 。,5.733438499699236
私 は 2 日 目 デビュー を し ます 。,5.733276354610726
私 は 人々 の 生活 指針 について 提案 を し ます 。,5.732475961616281
私 は 私 の 後 を 継ぐ ため サイン を し ます 。,5.723847757877365
私 は この 船 と も う がろ い の もの づくり を し ます 。,5.723512448412748
私 は そこで 食事 を し ます 。,5.713936739404127
私 は この よう な 言葉 を 、 これから に 残す 決心 を し ます 。,5.713535599045761
私 は 今 彼 の 結婚 サイン を し ます 。,5.707217632796208
私 は よく 人生 の 時 々 を 見通し こと を し ます 。,5.706509517314279
私 は しばしば 自分 の 世界 が 悪い という 考え を し ます 。,5.702965564698229
私 は よく 、 よく 、 良く 、 良く 仕事 を し ます 。,5.6987013107277775
私 は ご 敬礼 を し ます 。,5.67819545715582
私 は 彼女 に 彼女 の ため の アドバイス を し ます 。,5.675591348714333
私 は 何 だって 、 この 、 特別 な 経験 を し ます 。,5.671072351263324
私 は 私 の お 務め を し ます 。,5.667285514422893
私 は 何 度 も の よう な 偉大 な 経験 を し ます 。,5.6652896752667035
私 は 私 たち 一緒 に 試合 を し ます 。,5.66453554591905
私 は 、 少し でも あなた に ちょっと でも 言える 質問 を し ます 。,5.663682040097697
私 は 、 素晴らしい の が こんな 素晴らしい もの や と 話 を し ます 。,5.662572361056178
私 は 、 と 、 人 を 一緒 に 、 お 助け を し ます 。,5.656037531589976
私 は その 言葉 に 応じ 、 私 の ご 世話 を し ます 。,5.6496678865814065
私 は 我々 の 親切 を し ます 。,5.646354301268393
私 は 今日 生活 を し ます 。,5.643422563461127
私 は もう 新しい 言語 の 勉強 を し ます 。,5.643249517168656
私 は 何 気 が 強く 仕事 を し ます 。,5.637655113681114
私 は 様々 な パフォーマンス を し ます 。,5.632336731313131
私 は いつも それ に対して 損 を し ます 。,5.63214931062544
私 は これ の ため に 何 か の 新しい こと を し ます 。,5.630135891351683
私 は 非常 な 決断 を し ます 。,5.62973353485278
私 は 必ず 一緒 に 仕事 を し ます 。,5.623910143204187
私 は 、 あなた の 息子 たち に 人生 の 援助 を し ます 。,5.613153093618244
私 は 自分 の 意志 に 沿っ て 仕事 を し ます 。,5.59980732969834
私 は 恐らく その よう な 考え を 撤回 する という 選択 を し ます 。,5.593390321461687
私 は 結婚 を し ます 。,5.589521897337147
私 は 、 お家 ごと について すべて 報道 を し ます 。,5.580342644319343
私 は に 乗っ て 遊び を し ます 。,5.579645124206932
私 は わたし の 考え に 同調 する 努力 を し ます 。,5.577576122240778
私 は それ の 最後 の 仕上げ を し ます 。,5.57376866620423
私 は で その ひと 振り を し ます 。,5.573185284829897
私 は これ は 大きな 思い を し ます 。,5.568567892442875
私 は 私 が その 話 を 聞き 、 決心 を し ます 。,5.56780045570722
私 は 彼 を 魅了 する 顔 を し ます 。,5.567719030402552
私 は 新しい 仕事 を し ます 。,5.562728066648232
私 は 皆 、 僕 など と お 会い を し ます 。,5.560551908826486
私 は 彼女 の 為 に 「 」 作曲 を し ます 。,5.558608188559719
私 は とても お 心 優しい 彼女 に 向かっ て 激しい こと を し ます 。,5.558100530146038
私 は 時折 、 あなた の 彼氏 を 抱きつく 表情 を し ます 。,5.556621699591734
私 は 今日 も この ホール 全体 を 持つ 仕事 を し ます 。,5.552296473276347
私 は ごい ゃちじそが 旅 を し ます 。,5.545790208571388
私 は 、 弁護士 を し ます 。,5.540243321737164
私 は まさに その 状況 を 意識 し て その 再 構築 を し ます 。,5.535026637270304
私 は お願い を し ます 。,5.534300082626344
私 は 、 その 人物 に対する 評価 を し ます 。,5.533667779086693
私 は この 曲 を 書く 決心 を し ます 。,5.514359174798013
私 は 小さな 決断 を し ます 。,5.514089488147396
私 は 、 あなた の 手助け を し ます 。,5.5028163634829275
私 は たくさん の 自己 評価 を し ます 。,5.488165664450388
私 は その 行為 に対し 「 謝罪 を し ます 。,5.48367299128014
私 は これから 生活 を し ます 。,5.479144311138237
私 は まさに その 歌 を 聞い た だけ で 同じ 考え を し ます 。,5.4770011401806205
私 は これ を 飲む よう 言う べき です 決心 を し ます 。,5.475555809396105
私 は 今日 我々 と 関係 について 議論 を し ます 。,5.471925816964919
私 は あなた の ご 両親 と 大切 な お願い を し ます 。,5.462849924279982
私 は 彼 と 彼 から の 別れ に 涙 を し ます 。,5.44885714941498
私 は 次に いく こと を し ます 。,5.447056288317472
私 は あなた の 家 に 来 て パーティー を し ます 。,5.443301061255843
私 は 世界 に 見開き 扉 を し ます 。,5.442645688375212
私 は いろいろ な 問題 に 取り組み ながら 、 その 努力 を し ます 。,5.433380079556239
私 は あなた に なっ て も そう いう 行動 を し ます 。,5.430965296932383
私 は 僕 を 愛そ う と 思い 、 決断 を し ます 。,5.428495407383798
私 は 、 よく 仕事 を し ます 。,5.412991552175663
私 は 、 その 本 を 読み 、 読書 を し ます 。,5.4128513677410055
私 は この 後 数 回 目 の 結婚 を し ます 。,5.401956462644444
私 は 彼 の 目 に 映っ た 絵 の 制作 を し ます 。,5.398375568907481
私 は これから 、 引っ越し を し ます 。,5.392771987421535
私 は 主 の 祈り を し ます 。,5.391289968738064
私 は もう そう で ない 、 ただ 僕 と 同じ 判断 を し ます 。,5.387559567086593
私 は で あ そめ を し ます 。,5.3788826857616625
私 は 『 その ため に......』 を し ます 。,5.36830925414772
私 は 、 彼 、 彼 と スピーチ を し ます 。,5.362186463565375
私 は ただ 、 もう 、 ちょっと も 気持ち 弱い 旅 を し ます 。,5.355521315057446
"私 は "" 彼 に 忠実 な 選択 を し ます 。",5.35260122260695
私 は ずっと 私 に お 会い し たい こと を し ます 。,5.350809471373582
私 は そこ の 風景 に対して この 名前 が あっ た フリ を し ます 。,5.350454075327514
私 は 1 つ の 決断 を し ます 。,5.346501926576271
私 は その ご 手伝い を し ます 。,5.342067124647473
私 は それ を 理解 し 、 正しい こと を し ます 。,5.341057902055319
私 は よく 、 で 、 何 愛し の 使い方 を し ます 。,5.326348148606117
私 は 私 の 考え を すべて 変え 、 次 の 賭け を し ます 。,5.321048590651264
私 は この 番組 で 宣伝 を し ます 。,5.319357893317924
私 は 第 三 代 に 封 を し ます 。,5.316761564386282
